order_id,order_date,customer_id,product_id,quantity,unit_price,currency
O50486,2026-05-30,C029,P1008,12,11.3,EUR
O51056,2025-02-16,C033,P1017,40,20.63,eur
O50746,16.07.2026,C006,P1017,26,21.04,EUR
O50961,2025-01-03,C020,P1017,41,22.17,eur
O50102,2025-11-27,C006,P1002,15,6.09,EUR
O51145,2026-08-07,C033,P1031,58,61.92,EUR
O50361,02.07.2026,C003,P1035,51,36.01,EUR
O50096,07.04.2026,C003,P1019,15,65.03,EUR
O50192,2026-01-17,C027,P1025,50,76.89,EUR
O50636,09.05.2026,C038,P1023,52,31.64,EUR
O50860,2026-01-14,C016,P1017,32,19.95,EUR
O50442,2025-02-11,C010,P1021,6,69.35,EUR
O50826,2025-12-31,C013,P1022,46,61.04,EUR
O50427,2025-08-18,C027,P1016,59,48.21,EUR
O50428,2025-03-21,C033,P1008,44,11.22,EUR
O50693,2025-06-09,C001,P1001,34,56.73,EUR
O50100,2026-03-26,C020,P1030,45,50.36,EUR
O50002,28.10.2025,C030,P1011,1,22.42,EUR
O50585,2026-05-18,C021,P1005,34,58.81,EUR
O50849,2026-01-29,C012,P1015,28,55.73,eur
O50661,2025-03-19,C021,P1031,23,64.1,EUR
O50533,2026-01-20,C040,P1035,4,33.98,EUR
O51136,2026-01-14,C034,P1003,10,23.76,EUR
O50215,2026-06-21,C034,P1005,35,61.68,EUR
O51161,2025-12-26,C019,P1033,3,43.34,EUR
O50989,2025-07-13,C024,P1031,12,61.86,eur
O50353,10.09.2025,C030,P1013,7,5.45,EUR
O50112,2026-06-06,C031,P1027,31,10.53,EUR
O50092,2025-06-02,C016,P1006,8,57.44,eur
O50918,02.12.2025,C038,P1015,10,58.47,EUR
O51107,2025-06-04,C029,P1004,52,21.1,EUR
O50719,2026-04-10,C025,P1033,47,43.52,EUR
O50587,2025-04-05,C014,P1015,43,53.3,EUR
O50310,2026-08-15,C020,P1016,57,43.85,EUR
O51102,2025-05-13,C011,P1013,39,5.78,eur
O50612,2025-06-29,C009,P1018,58,50.35,EUR
O50170,2026-08-05,C010,P1004,11,22.12,EUR
O50434,2025-11-11,C034,P1014,16,19.08,EUR
O50194,2025-09-16,C006,P1022,38,60.14,EUR
O50531,2026-02-18,C015,P1015,47,59.11,EUR
O50083,2025-10-29,C016,P1026,20,30.97,EUR
O50722,2025-11-26,C034,P1007,43,68.66,EUR
O50580,2025-08-19,C039,P1035,13,34.97,EUR
O51200,02.09.2025,C025,P1022,14,57.64,EUR
O50120,2025-06-08,C017,P1031,22,68.51,eur
O50765,2026-03-04,C028,P1010,20,6.44,EUR
O50861,2025-12-18,C039,P1010,60,6.36,eur
O50254,2025-06-13,C013,P1021,49,63.35,eur
O50261,2026-07-26,C013,P1010,39,6.05,EUR
O50151,2025-01-27,C023,P1001,51,56.5,EUR
O51098,22.12.2025,C002,P1028,11,10.91,EUR
O52107,2025-05-05,,P1005,5,12.5,EUR
O50152,2025-01-17,C004,P1017,9,21.86,EUR
O50803,01.08.2025,C003,P1027,22,10.72,EUR
O50371,10.07.2025,C002,P1026,48,30.72,EUR
O50836,11.08.2026,C038,P1008,39,10.47,EUR
O51020,2026-08-03,C013,P1034,24,79.72,EUR
O50759,20.11.2025,C006,P1035,12,31.83,eur
O50982,2026-06-26,C019,P1013,11,6.17,EUR
O50637,2026-03-12,C031,P1017,50,20.12,EUR
O50573,2026-07-01,C001,P1028,34,10.58,eur
O50060,2025-06-06,C027,P1005,27,59.92,eur
O51180,2025-09-13,C022,P1011,20,19.41,EUR
O50738,2025-09-29,C015,P1016,17,48.89,EUR
O51164,25.09.2025,C016,P1018,43,53.95,EUR
O50357,15.10.2025,C008,P1024,60,16.09,EUR
O50262,2025-02-16,C022,P1009,52,36.71,eur
O50447,2026-08-20,C002,P1005,5,58.59,eur
O50199,2025-04-14,C040,P1022,9,59.51,EUR
O51200,02.09.2025,C025,P1022,14,57.64,EUR
O50395,06.04.2025,C005,P1023,51,30.62,EUR
O50709,2025-07-23,C014,P1004,8,20.34,eur
O50040,2025-11-09,C002,P1015,43,52.07,EUR
O51059,2025-05-26,C021,P1008,3,11.35,eur
O50073,2026-02-11,C038,P1005,45,64.91,EUR
O50820,2026-06-30,C008,P1029,18,66.34,EUR
O50502,2025-07-23,C030,P1024,33,15.66,EUR
O50944,2025-12-19,C029,P1024,35,17.16,EUR
O51193,2026-06-10,C038,P1020,57,4.24,EUR
O50778,2026-06-18,C030,P1029,53,74.65,EUR
O50789,2025-05-15,C040,P1001,49,51.81,eur
O50415,2026-02-12,C027,P1033,28,47.36,EUR
O50659,2026-02-27,C035,P1034,1,82.82,EUR
O50700,06.10.2025,C021,P1013,2,5.46,EUR
O51115,31.01.2025,C001,P1010,46,6.34,EUR
O50713,2025-03-03,C035,P1010,51,5.66,eur
O50816,2025-12-02,C034,P1007,44,79.75,EUR
O50846,2026-03-04,C009,P1019,9,62.01,EUR
O50159,2026-02-28,C026,P1030,27,53.08,EUR
O50201,2026-03-31,C015,P1029,35,67.36,eur
O51172,2025-01-08,C008,P1026,56,29.08,eur
O51086,2025-09-29,C014,P1012,12,40.47,EUR
O50342,2026-05-28,C007,P1004,28,20.32,EUR
O50074,2025-04-15,C037,P1008,51,9.75,eur
O51169,08.05.2025,C013,P1024,29,14.66,EUR
O51141,22.05.2025,C029,P1029,10,74.52,EUR
O50735,2025-02-05,C034,P1002,9,6.12,EUR
O50291,2026-01-04,C008,P1004,30,20.58,eur
O50596,22.09.2025,C029,P1025,41,77.73,EUR
O50314,2025-09-04,C010,P1020,52,4.18,EUR
O50475,2026-05-10,C011,P1028,39,12.02,EUR
O50390,2025-11-28,C037,P1019,18,72.28,EUR
O50264,11.12.2025,C031,P1020,53,3.88,EUR
O50867,2025-04-10,C040,P1028,59,11.58,EUR
O50916,30.03.2025,C032,P1034,56,86.65,eur
O50157,2026-08-23,C039,P1025,34,76.33,eur
O50927,24.04.2025,C030,P1024,40,14.74,EUR
O50308,2026-04-03,C003,P1016,26,46.09,EUR
O50086,2025-05-03,C014,P1013,48,5.78,EUR
O50438,2026-02-07,C029,P1021,18,64.16,EUR
O50667,25.02.2025,C035,P1031,3,67.19,eur
O50021,2025-03-01,C004,P1021,4,67.97,EUR
O50726,2026-05-19,C004,P1030,24,51.65,eur
O50160,2026-03-14,C024,P1017,10,21.67,eur
O50444,19.02.2026,C036,P1036,16,44.01,EUR
O50518,2025-08-16,C020,P1015,27,57.36,EUR
O50433,2026-07-09,C022,P1001,1,56.24,eur
O51000,02.02.2025,C025,P1008,29,10.22,eur
O50864,21.06.2025,C031,P1026,20,30.05,EUR
O50814,2026-01-19,C006,P1013,29,5.8,eur
O50813,16.01.2026,C014,P1020,34,4.07,EUR
O50744,07.02.2026,C006,P1033,15,45.36,eur
O50369,2025-12-18,C016,P1011,34,19.78,EUR
O50703,16.11.2025,C030,P1024,45,16.68,EUR
O50493,28.09.2025,C037,P1032,39,60.81,EUR
O50279,2025-05-21,C011,P1036,27,48.27,eur
O50908,2026-05-12,C016,P1005,47,61.05,EUR
O50720,2026-01-08,C005,P1021,43,72.13,eur
O50591,2025-01-26,C033,P1033,29,45.76,EUR
O50293,17.05.2025,C030,P1010,48,6.52,EUR
O50311,2026-02-28,C004,P1018,36,53.67,EUR
O50876,05.03.2025,C022,P1025,4,75.86,EUR
O50621,2025-04-16,C038,P1017,35,21.27,eur
O50181,2025-12-14,C011,P1022,5,58.69,EUR
O50435,2025-05-26,C003,P1006,59,54.43,eur
O50251,2025-11-17,C026,P1023,9,31.74,EUR
O50203,30.05.2026,C013,P1011,52,21.24,EUR
O50929,2026-07-07,C038,P1031,56,72.16,EUR
O50319,2025-11-07,C013,P1014,48,18.13,eur
O51094,2025-07-26,C004,P1026,22,27.76,eur
O50437,2025-03-18,C009,P1028,16,10.92,EUR
O50081,2026-07-24,C013,P1034,6,76.84,eur
O50520,2026-08-21,C013,P1031,33,63.02,eur
O50242,17.03.2025,C034,P1030,23,48.09,EUR
O50653,2025-12-22,C039,P1015,13,54.39,eur
O51113,2026-01-05,C034,P1010,27,6.32,EUR
O50607,2026-01-01,C007,P1016,19,47.45,EUR
O50770,2026-02-26,C018,P1029,10,73.52,EUR
O50806,2026-08-06,C013,P1012,22,45.79,eur
O50129,2026-03-29,C028,P1020,45,4.04,EUR
O50956,2026-03-01,C010,P1006,14,55.09,EUR
O50145,2025-02-03,C029,P1014,29,20.74,EUR
O51143,2026-03-30,C011,P1006,46,52.52,EUR
O50818,2025-03-31,C003,P1030,7,51.34,EUR
O50198,16.12.2025,C015,P1013,9,5.47,EUR
O50072,2025-06-17,C038,P1007,2,78.99,eur
O50504,2026-08-24,C011,P1023,54,32.4,EUR
O50067,05.08.2025,C022,P1021,49,71.18,EUR
O50007,2025-03-12,C031,P1009,36,34.87,eur
O50645,2026-07-18,C025,P1011,41,19.21,EUR
O50832,2026-02-20,C036,P1021,42,62.39,EUR
O50966,2026-04-18,C011,P1023,4,29.33,eur
O50330,2026-05-15,C035,P1001,36,53.2,EUR
O50682,2025-03-23,C015,P1022,21,56.85,EUR
O50891,2026-08-17,C003,P1005,48,58.02,EUR
O50623,13.06.2026,C023,P1023,32,31.9,EUR
,2025-08-08,C005,P1002,2,15.0,EUR
O50255,2026-05-26,C002,P1032,6,65.49,eur
O50056,30.03.2026,C029,P1036,58,44.5,eur
O50553,2025-06-02,C011,P1001,33,57.03,eur
O51010,2025-10-01,C038,P1031,2,72.45,eur
O50868,2025-12-10,C007,P1018,17,51.29,eur
O52767,2025-06-06,C003,P9999,3,9.9,EUR
O50340,2025-03-20,C037,P1011,16,21.11,eur
O50235,2025-08-08,C013,P1032,8,57.47,EUR
O51103,2026-05-21,C014,P1016,36,43.13,EUR
O51469,2025-05-05,,P1005,5,12.5,EUR
O50664,2025-04-20,C032,P1006,40,52.35,EUR
O51176,27.11.2025,C018,P1027,8,11.31,eur
O50534,2025-04-21,C008,P1004,27,21.06,EUR
O51095,02.03.2026,C019,P1036,3,47.01,eur
O51185,2025-03-08,C029,P1004,4,20.56,eur
O50728,2025-03-21,C007,P1034,7,83.14,eur
O51064,2026-05-22,C023,P1029,46,71.03,eur
O50138,2026-02-11,C026,P1006,1,54.73,EUR
O50980,2025-01-30,C018,P1010,38,5.89,EUR
O50819,2025-01-24,C021,P1014,13,18.37,EUR
O50817,07.02.2025,C034,P1025,8,72.61,EUR
O50244,2025-11-08,C021,P1011,60,21.6,EUR
O50884,2025-05-05,C020,P1022,26,54.36,EUR
O50658,2025-09-22,C015,P1025,44,81.53,EUR
O50210,26.04.2026,C006,P1001,2,51.84,EUR
O51087,19.04.2025,C002,P1035,1,32.9,EUR
O51135,2026-07-27,C039,P1008,55,10.38,EUR
O51171,2025-08-15,C024,P1032,3,58.91,EUR
O50304,02.07.2025,C009,P1034,47,86.43,EUR
O50511,2026-07-29,C007,P1020,31,3.91,EUR
O50809,2026-07-23,C037,P1014,44,18.8,EUR
O50141,2025-08-15,C020,P1030,42,50.41,EUR
O51081,2025-06-02,C016,P1020,34,4.16,EUR
O50082,2026-05-16,C032,P1031,29,70.35,EUR
O50635,18.03.2026,C003,P1024,45,16.01,EUR
O50250,11.06.2025,C031,P1027,30,10.46,EUR
,2025-08-08,C005,P1002,2,15.0,EUR
O51124,2025-09-05,C033,P1028,8,11.73,EUR
O50317,2025-04-05,C018,P1004,25,21.85,EUR
O50853,09.09.2025,C035,P1005,52,62.4,EUR
O50632,24.08.2025,C009,P1025,7,72.77,eur
O50022,2025-02-28,C005,P1012,39,40.39,EUR
O50936,2026-05-01,C029,P1027,48,11.25,EUR
O50014,29.12.2025,C030,P1027,56,11.4,EUR
O50998,20.03.2025,C013,P1030,19,52.52,eur
O50516,2026-06-04,C036,P1011,12,20.19,eur
O50239,31.08.2025,C024,P1002,36,5.74,eur
O50656,2026-07-05,C025,P1029,37,70.15,EUR
O50524,2025-11-17,C029,P1001,18,51.43,EUR
O50392,2025-09-13,C016,P1021,49,70.79,eur
O50460,2025-08-13,C031,P1034,1,78.02,EUR
O50600,2026-05-01,C015,P1035,9,34.81,EUR
O51101,2026-04-29,C019,P1014,45,20.11,eur
O50858,2025-10-12,C040,P1009,18,35.53,EUR
O50344,2026-05-18,C036,P1023,25,30.11,eur
O51070,07.05.2026,C039,P1018,43,46.02,EUR
O50494,10.10.2025,C040,P1010,39,6.22,eur
O51130,05.03.2025,C031,P1009,14,36.55,EUR
O50326,2026-04-17,C011,P1023,9,31.54,eur
O50705,2025-07-05,C025,P1017,54,19.37,EUR
O50829,08.01.2026,C022,P1012,51,45.98,EUR
O51153,2026-01-20,C013,P1004,16,22.12,EUR
O50341,2026-07-08,C009,P1025,51,85.21,EUR
O50137,2025-10-30,C030,P1008,5,9.92,EUR
O50711,2025-01-10,C039,P1031,10,65.76,EUR
O50695,2026-05-04,C028,P1001,52,52.16,EUR
O50398,2025-02-17,C002,P1030,8,54.73,EUR
O51104,2026-01-03,C011,P1023,12,32.07,EUR
O50647,2025-03-23,C026,P1025,40,80.96,EUR
O50333,2025-12-29,C006,P1026,24,32.41,eur
O50615,2025-06-02,C015,P1026,58,31.5,EUR
O50938,2026-02-26,C032,P1021,38,68.86,eur
O50258,2026-02-17,C026,P1003,4,25.62,EUR
O51089,2025-11-07,C020,P1026,6,28.33,EUR
O50939,2026-04-14,C020,P1009,11,38.6,EUR
O51189,2025-12-14,C034,P1030,22,51.9,EUR
O50730,26.07.2026,C037,P1007,23,75.94,eur
O50105,2025-11-25,C022,P1011,27,21.54,EUR
O50512,2025-11-29,C020,P1017,13,19.84,EUR
O51068,10.09.2025,C022,P1007,2,71.27,EUR
O50309,2025-02-27,C019,P1033,15,48.21,EUR
O50421,2026-06-20,C024,P1011,9,21.73,EUR
O50224,2026-01-31,C032,P1012,45,43.42,EUR
O51149,2026-01-27,C008,P1006,7,57.29,EUR
O53222,2025-07-07,C004,P1003,-4,15.0,EUR
O50914,2025-10-15,C030,P1008,30,10.4,EUR
O50639,2026-08-15,C001,P1034,25,82.22,EUR
O50666,2026-05-18,C018,P1033,26,43.79,EUR
O50862,27.02.2026,C029,P1016,47,47.58,EUR
O51052,2025-10-25,C040,P1016,29,49.62,EUR
O50068,2026-03-08,C031,P1006,2,59.2,EUR
O50796,2025-11-03,C025,P1024,53,14.81,eur
O50993,2025-05-06,C032,P1028,18,11.79,EUR
O50218,2026-08-19,C003,P1009,23,37.15,EUR
O51017,2026-03-20,C027,P1013,26,5.56,eur
O50013,06.09.2025,C013,P1027,7,10.27,eur
O50324,2025-10-30,C022,P1013,15,5.68,EUR
O51131,23.06.2026,C034,P1036,50,46.3,EUR
O50412,2026-05-27,C001,P1034,24,85.85,EUR
O50016,24.05.2025,C018,P1012,30,41.68,EUR
O50178,17.11.2025,C027,P1026,19,28.28,EUR
O50332,2025-07-03,C034,P1007,10,70.75,EUR
O50366,2025-04-29,C020,P1023,22,30.23,EUR
O50109,25.03.2026,C002,P1008,41,10.72,EUR
O50219,21.04.2026,C009,P1012,5,44.96,eur
O50238,2025-06-28,C015,P1033,8,49.47,EUR
O50124,2026-03-31,C002,P1020,3,4.09,EUR
O50439,2025-05-20,C007,P1010,11,5.99,EUR
O50405,2025-04-16,C020,P1024,9,15.63,EUR
O50555,2025-02-21,C025,P1036,26,49.52,EUR
O50902,04.07.2025,C020,P1006,23,56.16,EUR
O50640,2026-02-23,C010,P1007,28,75.67,EUR
O50195,14.11.2025,C039,P1009,46,39.49,EUR
O51088,25.06.2025,C026,P1030,56,52.48,eur
O50576,2026-07-09,C029,P1023,7,31.02,EUR
O50331,2026-06-27,C019,P1035,2,33.48,eur
O50878,02.07.2025,C010,P1007,35,77.07,EUR
O50111,27.04.2025,C010,P1008,32,11.27,EUR
O50525,2026-08-14,C006,P1032,9,62.21,eur
O50952,09.06.2026,C032,P1013,21,5.89,EUR
O50900,18.10.2025,C009,P1031,14,63.28,EUR
O50793,2025-12-24,C003,P1010,43,6.12,EUR
O50742,2025-05-04,C025,P1001,4,52.27,EUR
O50172,2025-10-07,C008,P1033,23,45.34,EUR
O51005,2025-12-28,C004,P1021,2,68.04,EUR
O50099,2025-05-26,C011,P1004,51,20.58,EUR
O50226,2026-07-13,C007,P1021,6,65.18,EUR
O50065,2026-07-01,C038,P1026,37,30.96,EUR
O50686,07.03.2025,C004,P1036,2,49.17,EUR
O50697,2025-09-13,C025,P1025,15,75.92,eur
O50197,2026-03-10,C024,P1002,20,5.38,EUR
O50346,07.06.2025,C024,P1021,7,62.61,EUR
O50015,04.03.2025,C007,P1022,16,55.66,eur
O50029,2025-04-17,C008,P1017,57,19.69,EUR
O50432,2025-07-20,C001,P1010,60,5.95,EUR
O50017,2026-03-30,C035,P1004,54,19.58,EUR
O50970,2025-05-28,C034,P1009,19,36.11,eur
O50205,2025-10-19,C018,P1011,29,22.26,EUR
O50245,2026-06-16,C017,P1006,13,58.15,EUR
O50384,03.08.2026,C033,P1036,8,47.66,EUR
O51187,2026-02-16,C015,P1027,56,11.17,EUR
O50991,27.05.2025,C038,P1026,7,31.35,EUR
O50786,2026-06-08,C036,P1025,25,73.12,EUR
O50387,2025-09-27,C029,P1006,56,61.46,EUR
O51039,2026-03-09,C017,P1011,33,19.42,eur
O50050,08.06.2026,C006,P1011,19,20.94,EUR
O50005,28.11.2025,C008,P1002,60,5.54,EUR
O50613,2025-03-20,C033,P1002,41,5.24,eur
O50054,20.04.2025,C012,P1015,52,58.87,eur
O50455,2025-01-31,C031,P1004,34,20.76,EUR
O50316,2025-09-19,C006,P1022,60,58.11,EUR
O50707,2026-06-18,C025,P1031,44,72.19,EUR
O50400,2025-11-06,C006,P1018,42,48.9,EUR
O50106,2026-02-15,C006,P1030,21,49.12,EUR
O50676,2026-02-12,C004,P1011,14,21.95,eur
O50995,31.05.2025,C008,P1007,17,73.72,EUR
O50679,2026-08-14,C023,P1019,21,69.23,eur
O50657,14.12.2025,C038,P1030,56,47.25,EUR
O50536,05.11.2025,C034,P1007,18,75.32,EUR
O50651,2026-02-14,C026,P1026,38,28.7,EUR
O50049,04.08.2025,C030,P1021,29,66.42,EUR
O50714,2025-08-27,C023,P1036,52,50.09,EUR
O50453,2026-07-11,C023,P1025,31,79.53,eur
O51007,01.01.2026,C004,P1023,43,29.19,EUR
O50546,2026-01-17,C008,P1012,26,42.74,eur
O50894,2025-04-19,C039,P1032,52,62.22,EUR
O50036,2025-04-16,C027,P1036,40,49.01,EUR
O50732,01.07.2026,C021,P1023,36,32.88,EUR
O50222,2025-02-07,C023,P1019,56,70.41,EUR
O50183,2025-08-30,C017,P1010,13,5.72,EUR
O51186,2025-03-09,C036,P1004,4,20.54,eur
O50452,2025-03-04,C025,P1018,9,49.38,EUR
O50158,2025-04-12,C014,P1036,28,46.73,EUR
O50280,2026-05-04,C021,P1019,19,68.93,EUR
O53468,2025-07-07,C004,P1003,-4,15.0,EUR
O50012,2026-05-13,C009,P1035,47,35.83,eur
O50782,20.04.2026,C033,P1006,8,53.95,EUR
O50688,2025-11-13,C019,P1016,29,47.5,EUR
O50080,2026-05-15,C017,P1023,22,29.36,EUR
O51160,2025-06-21,C031,P1004,18,21.58,eur
O51148,15.12.2025,C027,P1012,2,45.97,EUR
O50760,2026-07-29,C016,P1003,60,25.45,EUR
O50548,2025-04-26,C011,P1004,7,20.96,eur
O50128,2025-09-19,C019,P1030,44,51.56,EUR
O50302,2026-03-07,C029,P1025,56,84.3,eur
O50182,2026-06-28,C023,P1023,47,32.71,EUR
O50103,2025-10-03,C031,P1012,34,44.51,EUR
O50622,2026-01-23,C034,P1005,17,60.37,EUR
O50019,2025-03-02,C001,P1025,25,75.95,eur
O51071,2026-04-09,C014,P1009,56,34.17,EUR
O50175,2025-10-24,C001,P1008,32,10.96,EUR
O50166,2026-07-29,C002,P1018,12,48.19,EUR
O50286,2026-04-15,C001,P1012,48,42.29,EUR
O50841,2026-03-22,C038,P1006,1,57.93,eur
O50483,2026-08-01,C007,P1010,6,6.2,eur
O51034,2025-01-22,C016,P1004,17,21.43,EUR
O50449,22.06.2025,C032,P1026,2,29.59,eur
O50731,2025-04-17,C036,P1012,26,43.47,EUR
O50249,06.11.2025,C026,P1016,20,46.2,EUR
O50673,2025-04-13,C036,P1016,28,49.24,EUR
O50562,2025-02-16,C009,P1032,53,63.23,eur
O51154,20.05.2026,C018,P1008,4,10.23,eur
O50070,2025-07-24,C016,P1010,9,6.01,EUR
O51033,2025-10-12,C031,P1024,46,15.59,EUR
O50497,2025-04-11,C020,P1009,48,36.53,EUR
O50476,2025-02-24,C014,P1022,13,57.73,EUR
O51165,04.08.2025,C002,P1022,59,60.41,EUR
O50687,2025-04-17,C006,P1010,42,6.46,eur
O50335,2025-02-02,C025,P1026,25,30.42,EUR
O50140,2025-04-21,C002,P1031,40,71.35,EUR
O51006,2026-01-11,C022,P1002,25,5.3,EUR
O51032,2026-05-18,C021,P1008,35,10.41,EUR
O50257,2025-10-20,C028,P1007,9,78.43,EUR
O50011,2025-08-23,C022,P1003,5,25.38,EUR
O50039,09.02.2025,C013,P1015,53,58.52,EUR
O50407,2026-03-27,C010,P1014,59,19.06,eur
O50200,2025-06-16,C029,P1011,3,20.58,EUR
O50877,02.07.2025,C032,P1005,60,58.61,eur
O50985,2026-02-22,C008,P1021,30,62.82,EUR
O50764,2025-05-21,C034,P1025,44,80.4,EUR
O51029,2026-06-19,C006,P1032,16,62.07,EUR
O51112,2025-10-21,C018,P1006,24,58.89,eur
O50473,2025-10-29,C017,P1021,7,62.42,EUR
O53067,2025-06-06,C003,P9999,3,9.9,EUR
O50692,2026-07-07,C029,P1006,20,55.67,EUR
O50712,2025-09-12,C006,P1032,44,62.25,EUR
O50655,2026-05-31,C008,P1022,52,58.72,EUR
O51177,2026-05-23,C003,P1034,57,83.08,EUR
O50028,2026-07-11,C001,P1034,43,84.33,EUR
O50974,2026-06-20,C020,P1012,2,45.16,EUR
O50046,2025-11-18,C033,P1020,20,4.32,EUR
O50519,2026-01-16,C030,P1019,55,63.17,EUR
O50213,2026-07-03,C037,P1033,16,47.49,EUR
O50021,2025-03-01,C004,P1021,4,67.97,EUR
O51133,2026-03-03,C033,P1010,9,6.03,eur
O51072,2025-11-27,C036,P1005,39,60.42,eur
O50420,2025-05-03,C001,P1009,11,36.85,EUR
O50334,2026-08-02,C020,P1015,44,57.71,EUR
O50799,2025-04-22,C039,P1031,60,70.3,EUR
O50785,2025-05-07,C029,P1008,41,10.3,eur
O50517,2025-05-12,C012,P1036,44,50.15,EUR
O50108,26.05.2026,C014,P1004,18,21.42,EUR
O50774,2025-05-21,C015,P1013,3,5.7,EUR
O51121,20.12.2025,C020,P1013,6,5.36,EUR
O50378,12.08.2026,C012,P1028,32,11.55,EUR
O50125,2025-10-28,C028,P1024,10,15.27,eur
O51127,2025-12-25,C037,P1019,44,63.41,eur
O51060,2025-10-15,C019,P1028,58,11.99,EUR
O51037,2025-11-01,C029,P1011,41,20.27,eur
O50506,2025-08-15,C018,P1014,42,19.05,EUR
O51053,20.08.2026,C001,P1006,31,53.52,EUR
O50740,27.06.2025,C039,P1007,42,71.46,eur
O50744,07.02.2026,C006,P1033,15,45.36,eur
O50715,22.01.2025,C009,P1023,17,32.42,eur
O50069,2025-12-25,C003,P1005,49,56.92,EUR
O50683,01.10.2025,C029,P1018,50,52.98,EUR
O50299,2025-11-12,C017,P1026,53,27.73,EUR
O50551,2025-03-06,C001,P1021,46,71.06,EUR
O50644,24.08.2025,C007,P1011,14,20.91,EUR
O50904,2026-04-21,C004,P1018,13,46.89,EUR
O50281,2026-08-11,C003,P1035,59,35.75,eur
O50162,2025-05-14,C036,P1036,22,48.4,eur
O51011,08.08.2026,C037,P1021,7,70.41,EUR
O50907,2025-02-14,C035,P1004,12,20.07,EUR
O50246,2025-05-09,C006,P1035,33,34.23,EUR
O50045,2025-01-02,C028,P1024,5,17.09,EUR
O50940,2026-05-11,C004,P1019,10,65.74,eur
O51117,2026-02-07,C037,P1010,4,6.51,EUR
O50098,2026-03-12,C015,P1035,42,31.56,EUR
O50978,2026-04-26,C003,P1017,5,20.36,EUR
O50716,2026-03-25,C032,P1035,13,33.83,EUR
O50188,04.06.2026,C038,P1030,36,54.94,EUR
O51116,2025-03-28,C026,P1021,50,63.4,EUR
O51016,2026-03-14,C005,P1023,42,32.05,EUR
O50394,2026-02-17,C030,P1024,32,15.48,EUR
O50469,2026-04-03,C014,P1017,16,21.69,EUR
O51008,2025-11-16,C020,P1005,8,59.98,EUR
O50751,30.05.2025,C015,P1003,13,26.09,EUR
O50633,2025-06-03,C031,P1012,58,44.25,EUR
O51082,2026-07-19,C033,P1003,7,25.37,eur
O50184,2025-03-19,C030,P1032,49,61.71,eur
O50256,2025-09-04,C004,P1023,4,29.37,eur
O50426,2026-01-28,C003,P1012,36,45.57,eur
O50180,07.09.2025,C034,P1026,6,29.65,EUR
O51168,2025-05-07,C039,P1025,23,77.51,EUR
O50830,10.04.2026,C005,P1002,31,5.31,eur
O50844,2026-02-08,C026,P1025,25,78.13,EUR
O50628,2025-05-18,C004,P1010,11,5.8,EUR
O50401,2026-01-16,C026,P1004,41,20.58,EUR
O50236,2026-04-08,C006,P1029,52,72.41,EUR
O50812,2025-11-19,C027,P1018,6,50.01,EUR
O50729,2025-07-14,C016,P1034,37,81.84,EUR
O50863,2026-08-15,C017,P1004,49,22.35,EUR
O50718,2025-03-12,C019,P1029,53,67.64,EUR
O50356,2025-11-23,C037,P1032,51,58.53,eur
O50468,2025-12-22,C006,P1011,53,21.59,EUR
O50941,2025-06-20,C019,P1035,12,36.03,EUR
O50903,2025-07-16,C007,P1034,40,78.41,EUR
O50662,2025-07-07,C013,P1032,16,63.41,EUR
O50295,23.06.2026,C024,P1034,5,85.63,EUR
O50094,2025-11-09,C014,P1007,41,70.39,EUR
O51031,2025-08-08,C027,P1029,17,74.48,EUR
O50041,2025-10-13,C023,P1018,42,50.11,EUR
O50590,2025-02-10,C008,P1025,25,75.84,EUR
O50474,2026-01-20,C036,P1005,58,66.38,EUR
O51155,09.03.2025,C027,P1002,41,5.43,EUR
O50503,2025-02-01,C032,P1024,39,15.79,eur
O50901,20.06.2026,C016,P1027,12,11.19,EUR
O50583,2026-08-22,C022,P1001,30,55.81,EUR
O50933,12.07.2025,C006,P1006,26,60.58,EUR
O50337,2026-08-03,C003,P1034,15,76.45,eur
O50539,02.01.2026,C011,P1019,3,67.87,EUR
O50253,2025-04-10,C025,P1019,56,68.6,EUR
O51069,2026-02-08,C021,P1007,10,68.21,eur
O51114,16.03.2026,C030,P1027,55,11.02,EUR
O50409,26.12.2025,C009,P1021,16,64.63,EUR
O50845,27.06.2025,C013,P1009,36,36.18,EUR
O51045,07.02.2026,C002,P1015,2,58.56,EUR
O50457,13.08.2025,C012,P1023,12,29.15,EUR
O51123,2026-06-18,C002,P1011,2,22.21,EUR
O50008,2025-08-05,C026,P1020,43,4.31,eur
O50207,2026-03-01,C033,P1026,24,28.87,EUR
O51111,26.03.2026,C016,P1001,54,56.68,EUR
O50470,2025-09-20,C004,P1001,25,53.43,eur
O50702,2025-08-27,C001,P1010,32,5.76,eur
O50734,2026-01-20,C029,P1024,29,17.12,EUR
O50515,2025-12-18,C031,P1035,59,35.86,EUR
O56200,2025-13-40,C006,P1002,2,15.0,EUR
O50602,2025-05-07,C037,P1001,39,53.05,EUR
O51009,2026-07-06,C030,P1003,43,26.82,eur
O50962,2025-05-08,C012,P1027,32,11.71,EUR
O50589,2025-04-28,C016,P1029,58,71.96,EUR
O50619,2025-09-28,C003,P1015,43,52.19,EUR
O50163,29.12.2025,C019,P1004,39,20.6,EUR
O50487,2025-08-05,C003,P1009,28,34.35,eur
O50681,2025-06-21,C040,P1027,37,10.82,EUR
